asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
DOGS,FAIL,binance,1H,2024-08-26,2026-01-21,12314,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,3.25,5.5,6.5,12,35,8,15,78,2.624492949808717,10.372122525250127,198,-0.288690998686997,-0.418391535906415,66,0.03378619225922047,0.01262495519145368,57,-2.144601952063918,1.0020204074730006,0.012873417039159101,0.224,
RUNE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,1.5,4.5,8.0,9.5,5,36,16,28,52,3.705723308605325,34.478568376309646,287,1.4350811363009306,4.008217029377725,117,1.5567891900495872,5.266032770929585,114,-3.6527648864321915,1.366165832103867,0.4201040014062722,0.014,
RUNE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,3.25,7.0,8.5,14,36,11,30,39,3.5351094447331763,24.188151457435225,357,2.7755077403724786,6.42967505069123,126,-2.394141574288809,-5.66798219503013,114,-6.984788662708274,0.612139575487789,-0.6772468042978834,0.602,
RUNE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,3.75,8.0,9.0,5,26,9,25,26,3.5667960514505666,30.698653273790576,378,2.339336614096596,6.708302369096675,145,-0.9291369316726452,-3.139526003273241,150,-6.020919464124996,0.8359635937778869,-0.2604962319880269,0.23,
RUNE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.75,2.75,8.5,9.0,5,32,12,19,65,1.6133080938632314,8.66471150578969,291,-0.5858838423030046,-1.1621300165713055,120,1.6173525149084051,2.973800624068068,99,-2.1838280547739064,1.394905094703458,1.0025069117675403,0.012,
AXS,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,4.75,2.75,4.5,5.0,9,23,8,21,26,2.358796859927848,7.964458927663576,282,-0.41151179622295325,-0.6522089195750591,138,1.5279519312861305,1.7893692008363438,96,-0.9791547159076153,1.3853782361576799,0.6477674942016279,0.32,
RUNE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.0,4.75,6.5,9.0,20,27,12,18,78,3.0416797704234835,13.306851492717753,234,-1.356460520522584,-2.0666673383875067,81,-1.4101029758917092,-2.219010007652944,72,-3.7090964656668945,0.7158484046611201,-0.4635935017233537,0.332,
AXS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.0,8.0,9.5,18,36,13,17,39,2.7568999775948804,8.66613193707173,291,0.6470808033191883,0.7393261648755312,111,0.28236434705287955,0.28146987104060717,96,-1.4165773099510393,1.0672765997290354,0.10242096171338586,0.61,
AXS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,1.75,4.5,9.5,8,22,9,19,65,3.333885365149717,11.214689634913878,282,2.3608404411856343,3.1841258017413443,117,-0.7177695409432903,-1.133649576836493,135,-2.8877437489501334,0.8726607938333497,-0.21529520734167681,0.802,
AXS,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.5,2.0,4.5,5.0,7,20,10,25,52,3.6675688161842355,17.30246414391623,351,1.985054466388699,3.6205720540574804,153,2.215967622716612,3.6176607579936793,135,-1.3142138956301674,1.4829128513002066,0.6042061468452882,0.196,
AXS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,2.5,1.5,3.5,8.5,7,20,8,17,78,2.587079348165873,8.84745358511867,282,1.7073647494148756,2.3535087707045266,111,1.1353658239964008,1.5380982232016782,123,-1.677972107555259,1.2388448633568119,0.4388600700636901,0.416,
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.25,3.75,6.5,7.5,11,26,14,21,26,3.083587529887057,14.774629298581065,261,-0.47968042856394844,-0.9024578331395916,108,2.740845618137361,4.905451648037662,120,-2.621191407506962,1.5774934249851367,0.8888496245273603,0.03,
CAKE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,2.5,4.5,8.0,10.0,6,39,16,27,39,3.286362610231356,23.90627405676211,285,-1.401600988073386,-2.742171477082922,96,1.918024589792263,4.242370680050711,105,-2.381370911667502,1.4384171470344236,0.5836314543687059,0.082,
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.25,3.0,7.5,10.0,19,29,8,23,52,2.7600050889568783,17.268169482559358,291,-0.8506179395367958,-1.6880016783934693,108,2.366964262620362,4.2933429686422775,93,-1.8634218448233208,1.5658267775295434,0.8575941660726927,0.056,
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.0,4.0,9.0,10.0,10,24,8,28,78,3.5463054812420127,19.87235912236862,204,-0.867884259720534,-1.4279298639361282,72,3.3047749949117584,5.125179656455714,69,-0.7403148835986251,2.186850061060635,0.9318923630217937,0.016,
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.0,2.25,7.5,10.0,6,26,11,16,65,2.874558880934928,12.716620836132787,261,0.5751459213047292,0.7833508832163716,99,3.8563183124907345,5.270952092532033,78,-0.7551231866738783,2.3853970177727644,1.3415339438921137,0.008,
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,TRADES<50,3.25,4.0,5.5,6.5,5,28,12,19,26,3.9139540140859745,5.658385921220188,79,-2.1026964733729896,-0.9971060533501608,24,3.3663964981277203,1.6381394095069224,24,-1.5406825462424223,2.0300013890275093,0.8601011882133405,0.112,
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,1.5,3.0,5.0,14,34,8,30,26,2.6061809042123807,6.172827201000652,309,1.9737372137583387,1.7568033210373368,126,0.5540027967565128,0.5538938137374716,99,-2.0482241460637596,1.133085350506002,0.21257265597375677,0.112,
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,1.75,3.0,4.5,6,25,14,24,52,3.41483974803066,8.343031970253767,279,0.4862602973017806,0.49960636647043977,117,0.7537547773950641,0.831174205020635,105,-2.8685242355414697,1.1781804048977746,0.22072917999439212,0.086,
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,1.5,6.0,8.5,6,29,8,20,39,1.3200254716791375,5.330275774798632,390,2.522966001461117,2.9561568375310987,123,0.08596333291066581,0.10637145312155649,117,-4.2054214399209755,1.0133952058774356,0.0651224804028336,0.186,
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,OOS_SHARPE<1.0; WFE<0.6; TRADES<50; OVERFIT,3.5,3.5,4.5,5.5,9,25,11,21,39,5.187648784092719,6.2311464890740575,75,-3.7868693400459197,-1.6143378526711105,22,0.26608567265288313,0.10905384790771411,24,-1.527773324063142,1.0527141038245047,0.05129215251980855,0.416,
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,TRADES<50,2.25,3.5,7.0,7.5,18,24,9,17,52,4.453989140927131,7.711924875860188,72,-5.43547535065195,-2.2877445246078265,18,4.859177446352622,2.813484391336507,18,-0.5108469863383314,3.6589342792076676,1.0909720011892863,0.046,
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,TRADES<50,4.0,3.75,7.5,10.0,7,23,8,28,65,2.9408007559805345,3.0777241434491565,54,-5.14092736048473,-1.841789103319258,13,6.243461262437394,1.9606696854946204,10,-0.005492118825456416,351.8899635822165,2.1230480336828097,0.012,
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,TRADES<50,3.75,4.0,6.5,8.5,6,40,9,21,78,3.7484149620144533,4.49910561709419,60,-4.139157489986133,-1.3109391263826375,12,3.348198363195474,1.4277631055963802,18,-1.0213261409028784,2.3739574522814544,0.8932304446346845,0.112,
KSM,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.25,1.75,5.0,6.5,6,21,8,25,65,2.06342881915402,7.42485764746641,294,1.5301335407100465,1.9850802482336283,108,2.5454384620371457,3.496350010835858,105,-2.455172483710788,1.728138144025749,1.233596448013527,0.004,
KSM,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.75,1.75,4.0,7.5,9,33,11,18,78,1.5485527609195184,6.049310688935816,291,2.261817979510351,2.805952280076407,96,1.364591829702964,1.8798081128118538,84,-2.3543526333439035,1.3544498255465711,0.8812046086777696,0.028,
MINA,FAIL,binance,1H,2024-01-22,2026-01-21,17521,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,3.0,5.0,8.0,14,20,13,17,26,1.3637757546608016,4.5391184370257465,258,2.788184788984584,2.996607803183138,93,-1.0565580359163094,-1.268254959038173,75,-2.0903663202009204,0.775299557703198,-0.7747300333690832,0.574,
MINA,FAIL,binance,1H,2024-01-22,2026-01-21,17521,42,WFE<0.6; OVERFIT,4.25,1.5,6.0,7.5,17,29,10,24,39,2.75974547119652,8.053279640666755,303,2.8445016319298935,2.3826356178101804,96,1.4043173800211874,1.3242815391762086,87,-0.5200494800224775,1.416278728713219,0.5088575720761411,0.072,
MINA,FAIL,binance,1H,2024-01-22,2026-01-21,17521,42,WFE<0.6; OVERFIT,4.0,3.0,6.5,7.5,9,31,11,19,52,1.7961095801802778,6.93755739099855,240,2.5485808050635317,3.2381834491334027,96,1.0228019742639902,1.2976212452831204,75,-2.538330569761049,1.2516568936931194,0.569454105445688,0.118,
MINA,SUCCESS,binance,1H,2024-01-22,2026-01-21,17521,42,,4.0,4.5,5.0,6.0,10,33,8,16,65,1.3600584211721052,5.705998694393766,210,1.2083649524181597,1.8843618715222776,87,3.1477659169884364,4.344902396977357,63,-1.5108914805817553,2.2106310315944815,2.314434341927515,0.006,
MINA,SUCCESS,binance,1H,2024-01-22,2026-01-21,17521,42,,3.25,3.0,8.5,9.5,5,36,14,23,78,2.677389429007977,11.297217442100749,216,1.3207877976303901,2.0124293825358963,87,2.3629000440676635,3.01031805491192,69,-1.4109277660003139,1.810577306930814,0.882538796361485,0.02,
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.25,5.5,9.0,6,26,14,19,26,3.9152813066387417,27.699246498078335,390,0.9949261374085954,2.3258946522519475,156,-2.3183388622188206,-4.955662808005434,126,-6.631908585990409,0.6603684953232138,-0.5921257454190714,0.356,
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.5,3.0,8.5,9.0,7,23,8,28,39,2.777546493710245,18.312411406011144,333,0.1065562887457086,0.17036647285479933,117,-1.2226125845916134,-2.463347514199543,99,-4.105962246070449,0.777981808343531,-0.44017718060173605,0.134,
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,2.75,3.0,7.5,9.5,7,28,8,15,52,3.41834193429652,18.077548026618473,270,-0.5647849972187425,-1.129909204641022,117,1.5736230318198117,2.333648691390655,69,-1.5939966044977383,1.4026224584531883,0.46034687637053384,0.0,
OSMO,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.25,2.75,6.5,8.5,12,34,11,28,65,4.0461880102059755,17.042024782358943,243,-0.795625678631429,-1.3255083293712944,105,3.400431489772762,3.956603115959867,57,-1.0167638376396892,2.2620745894487966,0.8404037284465334,0.0,
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,3.5,3.5,5.0,7.5,6,39,16,27,78,4.0682439450121155,15.583422185626606,213,0.679468746358049,0.97706036949472,90,1.5678524316671498,1.8407464051913403,60,-1.4918461684294226,1.441830803955687,0.385388008403336,0.0,
RUNE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,2.25,2.25,8.0,9.0,5,23,10,22,65,1.9345457948426374,10.816123022020951,312,0.47930722169153356,0.8867212274221048,126,1.107156405811191,1.9850790710576716,99,-2.776403097375457,1.2589184595082563,0.5723081918054314,0.034,
MINA,SUCCESS,binance,1H,2024-01-22,2026-01-21,17521,42,,3.25,3.0,8.0,9.0,8,28,13,21,65,2.0859295412714607,9.469986737828284,246,2.0299722069287305,3.110772796409589,96,3.7115767152277557,5.004104111877594,72,-1.302062499936163,2.3509593789963823,1.7793394464155272,0.0,
CAKE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,2.5,1.75,7.5,10.0,10,23,9,29,65,3.216266979015553,15.042195256616786,279,-0.11886846722249507,-0.19110681596826717,102,1.7878983376495745,2.465142511038443,78,-0.8064489914683226,1.5010407152219984,0.5558923899398491,0.102,
OSMO,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.5,2.75,6.5,10.0,10,31,12,26,65,4.146208008919452,16.7266651887652,237,-0.4628332597908346,-0.7372482603815289,99,3.175655364564026,3.50970289339132,57,-1.015514554935526,2.1229767765643923,0.7659180045314795,0.0,
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,1.75,4.0,7.5,10,21,14,27,65,3.4096980447996774,9.067088464627716,270,-0.05194309278554093,-0.07480721329752305,105,0.9831374132477336,1.1338600824724931,96,-2.7062285235131656,1.2413554084288003,0.28833562395566725,0.068,
JOE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.75,5.0,8.0,9.0,9,27,8,30,26,3.5038871582028177,17.030480959081217,231,-1.0886438263119051,-2.132906213260777,117,5.032289860442075,7.281846780739154,63,-1.4901112220680135,3.325138206258219,1.4362020331223202,0.0,
TON,FAIL,binance,1H,2024-08-08,2026-01-21,12748,42,WFE<0.6; TRADES<50; OVERFIT,5.0,1.75,11.5,8.5,20,26,10,21,26,2.693000722483929,5.638374158078729,189,-1.7385039327404745,-1.166157461583095,54,1.4754012397479328,0.9751467397958624,48,-0.9510504619177129,1.6091716221750725,0.5478651481337422,0.03,
JOE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.0,5.0,3.0,7.0,15,20,14,19,65,3.7353726188182654,22.103437145323724,294,2.3229267552659705,4.873678351848576,108,2.244035452059686,4.565445273804225,102,-1.8319176224414258,1.5506159166522435,0.6007527711571694,0.01,
JOE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,1.75,4.25,3.0,5.5,5,20,13,27,39,4.185014344161886,37.63036249800684,390,2.6304414535582774,7.815654220180557,147,3.9100534701869867,10.83374227435463,111,-3.0192211802209434,2.1268491061689785,0.9342987021398215,0.0,
JOE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,3.0,4.5,9.5,9.0,6,26,12,15,78,3.385014551030891,17.071001278594842,180,1.6296702621267596,2.9677881304745357,87,1.162136565287529,1.9474332617069212,72,-2.7020898363727675,1.3103473235040297,0.3433180412573428,0.042,
JOE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.25,5.0,8.0,4.5,14,20,13,17,52,3.4212705082572006,17.742082907966417,231,2.4086117467325896,4.212092789325661,85,3.3201896487090385,5.546602979007886,75,-1.2642210019866873,2.0067424549444715,0.970455168831519,0.002,
JOE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.75,5.0,8.0,10.0,10,32,9,29,26,2.792710907280706,12.612274451211224,204,-1.6232668386638103,-2.999242060733398,105,5.1463323996848755,7.281846780739154,63,-1.490883524499298,3.325138206258219,1.8427730511841331,0.0,
TON,FAIL,binance,1H,2024-08-08,2026-01-21,12748,42,OOS_SHARPE<1.0; WFE<0.6; TRADES<50; OVERFIT,4.75,5.0,4.0,7.5,20,31,14,21,39,2.2151356346185085,6.760243509675079,171,0.1724724036532618,0.16529829302445176,57,-2.2379051784119577,-2.253448626508836,48,-2.253448626508836,0.5608431925972216,-1.0102790743093122,0.528,
DOGS,FAIL,binance,1H,2024-08-26,2026-01-21,12314,42,TRADES<50,4.5,4.75,3.0,2.0,13,26,16,19,39,4.437504917792202,11.423231579038283,195,1.5892237544358059,1.3458148184758878,57,5.036941470895391,3.1315749857790953,36,-0.49060191996139757,4.423528881199192,1.135084143952099,0.0,
DOGS,SUCCESS,binance,1H,2024-08-26,2026-01-21,12314,42,,3.75,4.0,3.0,10.0,20,35,14,29,26,2.88790691966846,8.80541496374294,183,0.24031279812115355,0.2274143098844883,57,3.500572214381145,3.3925056360485373,51,-1.028920151425261,2.3196420171128893,1.21214856010076,0.002,
TON,SUCCESS,binance,1H,2024-08-08,2026-01-21,12748,42,,3.25,2.75,8.0,6.5,10,24,9,24,78,2.517128700283118,7.637848867449204,159,-3.5136754580574743,-4.101129849454777,66,1.7414357163483918,1.6340250363691577,57,-1.1708457597358612,1.509012938050586,0.6918341982881213,0.022,
TON,SUCCESS,binance,1H,2024-08-08,2026-01-21,12748,42,,3.75,2.75,9.0,6.0,14,20,13,17,65,1.9120918710431418,5.265331712340249,159,-2.1313508702648103,-2.253315321476168,60,1.647602390630312,1.4648514933898404,60,-1.3924568230999967,1.4606343928767578,0.8616753282526444,0.022,
TON,FAIL,binance,1H,2024-08-08,2026-01-21,12748,42,WFE<0.6; OVERFIT,2.75,3.75,11.5,8.0,20,35,11,24,52,2.136733068210369,8.056021922625245,168,-1.823624454439614,-2.301653611318566,54,1.2419374154555054,1.4387191277427602,51,-1.2514644084600346,1.3391860745845967,0.5812318973917019,0.044,
DOGS,FAIL,binance,1H,2024-08-26,2026-01-21,12314,42,TRADES<50,4.75,4.0,3.0,8.0,7,40,16,27,52,3.0187114211200474,8.368642104048817,198,2.5788221433105023,2.253848697288241,60,5.8746699283360995,3.9422082213444343,36,-0.4923056856881547,8.700408706686702,1.9460853022368039,0.0,
DOGS,FAIL,binance,1H,2024-08-26,2026-01-21,12314,42,WFE<0.6; OVERFIT,2.25,4.5,3.0,8.5,12,35,8,15,78,4.272296955808539,19.991743774609105,201,2.5882716181715484,3.933651968083196,66,1.0020828502608252,1.3834444046146421,57,-2.137726885372626,1.2435813157886606,0.2345536512620948,0.1,
DOGS,FAIL,binance,1H,2024-08-26,2026-01-21,12314,42,TRADES<50,4.75,4.0,3.0,9.5,7,23,8,28,65,3.3457995949871804,8.657615661023188,180,3.7239267691700095,2.900626590178601,51,3.445436260907677,2.155233023043812,30,-0.5099210795102005,3.1091089208656126,1.0297796275873117,0.002,
RUNE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,2.75,7.5,5.0,15,36,9,17,39,4.254137155885554,25.75945720982382,351,1.6821472800611141,3.5207913813116276,126,-2.4363660429826934,-5.110748081726834,117,-6.227554549404957,0.6234316428580001,-0.5727050994611226,0.61,
RUNE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,3.0,8.5,6.5,15,35,9,30,26,3.283998885556116,23.313634104763416,348,0.4254567535041036,0.8865218100531314,117,-1.3250819842750574,-3.3888709409620965,111,-6.060374721405514,0.7526495135286012,-0.4034964780600608,0.316,
RUNE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,1.5,4.5,10.0,8.5,5,36,16,28,52,3.6440491997834084,33.18163738277373,268,0.5789195438645577,1.4702165655721133,105,1.8468423306780501,6.666032770929586,114,-3.6100472527617944,1.463512769968616,0.506810481809033,0.008,
RUNE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,1.5,5.0,11.0,8.5,5,20,8,16,65,3.133819789266598,26.04284059650901,217,-0.3318247565515992,-1.0030674308810328,105,1.4519967978424633,4.683458226946935,96,-3.1745195144708083,1.3849587315349572,0.46333130029224534,0.018,
RUNE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,1.5,5.0,3.0,8.0,5,25,13,26,78,2.727479058208678,25.428209438764494,324,3.0021518845391495,8.78720027486648,93,2.299217632077586,7.073817346010536,102,-3.564072016117703,1.6096303800491236,0.8429826895124317,0.006,
AXS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,2.75,7.0,7.5,10,29,14,24,26,3.0104189308264995,10.78890418786209,246,1.0801832274359793,1.6733354896347308,132,0.7900975195462038,0.9517595885680796,84,-1.5103930556282563,1.2026858645473926,0.2624543419706989,0.49,
AXS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.5,2.0,4.5,5.0,7,21,10,20,52,4.133548499839645,14.646153236347637,324,2.26269330248243,3.2219864558301836,138,0.7847829730248349,1.0416109385033012,121,-1.3791046623564784,1.1650999189906586,0.1898569650399117,0.49,
AXS,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.0,5.0,3.0,4.5,13,20,15,18,39,2.8362238112781903,18.261971541220202,357,2.177553410162877,5.167351621529348,141,3.1782922008666983,7.095841183175633,123,-2.0768160936381674,1.7618481215396167,1.1206069803900098,0.05,
AXS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,2.5,1.75,11.0,9.0,11,20,12,17,65,3.068312044592975,14.48458690632528,270,3.3432420964090532,5.298144742259181,90,1.640296804022159,2.885505410679934,114,-1.744694567445415,1.414370240211891,0.5345925643099809,0.296,
AXS,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.5,1.75,9.0,4.0,9,20,8,19,78,2.671876199341543,10.686058508937556,267,1.9840669584122093,2.80942584006616,90,2.2220021611365133,3.5099285251317003,120,-1.3094839640558575,1.5433164137428153,0.8316261665432341,0.19,
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.25,5.0,3.0,6.5,7,23,11,30,26,4.097774195328399,25.066415421818267,339,0.8508117318824264,1.7848292749881534,126,4.446247372044025,10.210387184903835,138,-1.595957897507927,2.1483915457619536,1.085039623977548,0.0,
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.0,4.75,3.0,9.0,12,36,9,23,39,3.6309187198791553,21.724916486650137,321,0.2562880531157576,0.5039401433754476,129,4.195890058061755,9.481134456887496,132,-1.4563420537062943,2.0660875731704955,1.1556001061355081,0.0,
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.75,3.75,10.5,5.0,7,31,9,17,65,3.5112188961752233,18.590214210540147,207,0.500928820200144,0.7541898959938509,66,3.7920351704533464,6.338863471291378,72,-0.7015123969044357,2.3153466708426547,1.0799768634715474,0.008,
CAKE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,2.25,3.0,12.0,8.5,6,22,16,26,52,3.241220322736107,20.88940459969657,273,-0.5226594532151458,-1.0024837099819384,90,1.560845040480557,2.896629771762682,90,-2.490163990995675,1.4059014979500388,0.4815609199818156,0.134,
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.0,4.75,10.5,7.5,10,24,8,28,78,4.251379359701422,23.810039127597648,198,-1.5020082199589275,-2.452033045807389,72,3.645114661906502,6.1168463231223935,69,-1.4792467495849393,2.2715481243366726,0.8573957658209316,0.014,
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,WFE<0.6; TRADES<50; OVERFIT,3.5,4.25,9.0,5.5,10,23,14,21,26,5.076076062841897,5.795501341239806,50,-2.7832164744252377,-1.4028360238125592,26,1.2109975397938442,0.5507875420039721,18,-1.5456430864296933,1.3489187888232292,0.23856962047094582,0.298,
KSM,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,4.5,4.75,3.0,4.5,8,30,12,29,26,2.812860435586135,12.835010002271297,294,2.1683743756636975,3.7045308799595222,120,1.950250793528085,2.975449731354929,90,-1.583664416556707,1.5254636400469799,0.693333650278208,0.006,
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,WFE<0.6; TRADES<50; OVERFIT,2.5,5.0,3.5,6.0,13,28,9,28,39,6.398404656198277,13.688037232236617,84,-0.7425628901116513,-0.49033236160257454,27,1.504698192942814,0.9650059228250907,27,-2.56341143431289,1.3696934682643953,0.23516771348388843,0.25,
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,3.25,1.5,8.5,2.5,7,31,8,23,52,2.702076525098438,9.387378765616305,327,1.6978360199708187,1.9476266795146024,108,1.1077923006235335,1.629583636617804,111,-2.942309934439058,1.2558233973615809,0.409978137308001,0.056,
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.75,6.0,7.5,8,33,9,29,39,1.2356255040936377,4.3612675739767015,273,1.2579358788854034,1.402827139481988,99,-1.0375905757233994,-1.2992972478090947,75,-3.0728596712930933,0.7713631612786502,-0.8397290055003341,0.448,
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,TRADES<50,4.25,4.75,3.5,9.5,6,20,8,25,52,4.798972807263357,5.981290727676369,72,5.262190062423999,1.0063764430718658,6,5.5439199478388215,2.116649551928873,18,-0.5055418766646502,5.140407386093325,1.1552305400538987,0.018,
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,WFE<0.6; TRADES<50; OVERFIT,3.75,3.5,4.5,9.5,7,23,8,28,65,2.9032943395951003,3.146590399031912,66,-5.148238879717515,-1.8479083768738969,13,1.4765558576180982,0.5990100081248562,21,-1.029972552283498,1.3898311494271847,0.5085794566127325,0.25,
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,5.0,1.5,3.5,8.0,16,20,12,18,65,3.1675967231838738,6.737014075695891,264,-2.214177024194032,-2.4872032100147545,99,1.1550922435570723,1.0503853982172684,81,-2.521742906591129,1.337020024018416,0.364658870588818,0.048,
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,TRADES<50,3.75,4.0,7.5,2.5,8,20,8,20,78,3.469504874774691,3.783211588776747,60,-2.7665132321715378,-0.91804835611069,14,4.182962548921293,1.3721662202723195,14,-0.5108358993846984,3.6445873844249834,1.205636740658257,0.064,
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.5,1.75,11.0,9.5,9,31,11,19,78,1.9479087434785507,9.452151558459509,267,2.557521376860338,4.273389309363873,81,-1.4139520037194635,-1.805615218168899,61,-3.879695566635877,0.665076152099244,-0.7258820560528139,0.53,
MINA,FAIL,binance,1H,2024-01-22,2026-01-21,17521,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.5,4.75,3.0,4.5,5,29,14,30,26,2.697989683882233,12.33057086388576,303,5.431142816516664,9.003531673723275,123,0.5011774014891626,0.7019501347293566,81,-1.5783172923907962,1.1145150015486187,0.18575956923897524,0.192,
MINA,SUCCESS,binance,1H,2024-01-22,2026-01-21,17521,42,,3.75,5.0,3.0,3.5,10,35,9,22,39,1.9926514785243676,10.30948557258946,315,4.138921804135879,7.101300932948895,108,1.6953805612821558,2.7058730472198755,84,-2.0248725972137227,1.4394064235630124,0.8508164019418227,0.05,
